Place_Id,Place_Name,Category,City,Tags
115,Monumen Sanapati,Budaya,Yogyakarta,monumen sanapati bangun ingat 50 sandi indonesia yogyakarta sandi yogyakarta milik andil tahan merdeka negara indonesia catat peristiwa serang 1 maret 1949 sandi buat roebiono sebar pesan dunia indonesia lawan peristiwa kenal peristiwa 6 jam yogyakarta monumen sanapati letak kawasan kotabaru tepat simpang jalan abu bakar ali taman gereja santo antonius bangun monumen sanapati bentuk segitiga ujung lancip rupa piramida 3 meter lebar meter monumen desain drs kasman resmi menteri sekretaris negara republik indonesia moerdiono 4 april 1996 sandi indonesia bangun monument butuh makan biaya 25 juta rupiah
116,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,jurang tembel kanigoro desa wisata mangun dlingo bantul familiar desa mangun kawasan milik wisata bagus murah jurang tembel kanigoro kebun buah mangun bukit panguk kediwung jogja arah kendara jalan imogiri timur tiga pasar imogiri ikut arah mangun cek kondisi kendara jalan turun tikung tajam waspada kendara bus harap putar lewat bukit bintang gunung kidul fokus kendara
117,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,rapi park salah wisata yogyakarta letak jalan kaliurang km 22 hargobinangun camat pakem kabupaten sleman operasi rapi park tanggal 25 juni fasilitas sedia liput ambil foto
118,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,museum sonobudoyo museum pustaka sejarah budaya jawa yogyakarta indonesia museum isi koleksi artefak jawa lengkap museum nasional jakarta keramik era neolitikum patung perunggu abad museum simpan koleksi wayang senjata kuno keris topeng jawa museum sonobudoyo unit unit i letak jalan trikora no 6 yogyakarta unit ii letak ndalem condrokiranan wijilan belah timur utama utara kota
119,Lava Bantal,Budaya,Yogyakarta,wilayah diy tawar potensi wisata pariwisata ba sungai salah satu salah favorut wisatawan lava bantal camat bah kabupaten sleman sesuai nama objek wisata tawar batu duga asal lava pijar gunung api laut ering kurun ratus hampar sungai opak batu pandang unik sita perhati lancong konon ada lava bantal kontribusi bentuk pulau jawa fenomena alam lava bantal jarang pulau jawa fenomena jenis temu karangsambung kebumen ciletuh jawa barat bah diy latar sejarah geologi 2 oktober 2014 silam perintah tetap objek wisata geo heritage uni geologis objek wisata golong objek lindung perintah
120,Bukit Panguk Kediwung,Budaya,Yogyakarta,bukit panguk kediwung salah obyek wisata tawar pandang alam tinggi banding obyek wisata bukit bantul bukit panguk kediwung buka salah lokasi curi hati unjung kota bukit panguk kediwung lokasi kediwung mangun dlingo bantul yogyakarta khawatir sesat jalan lokasi papan tunjuk jarak 20 km pusat kota yogyakarta pusat kota yogyakarta gerak selatan tepat arah jalan imogiri timur ikut jalan temu pasar imogiri belok kiri lanjut jalan arah dlingo tunjuk jalan bukit panguk kediwung akses jalan bukit panguk kediwung aspal halus kontur turun kategori aman saran kendara pribadi akses kendara sulit
121,Candi Prambanan,Budaya,Yogyakarta,candi prambanan candi roro jonggrang bahasa jawa translit candhi prambanan kompleks candi hindu besar indonesia bangun abad masehi candi sembah trimurti dewa utama hindu brahma dewa cipta wisnu dewa pelihara siwa dewa musnah dasar prasasti siwagrha nama asli kompleks candi siwagrha bahasa sanskerta makna siwa garbagriha ruang utama candi semayam arca siwa mahadewa meter menujukkan candi dewa siwa candi candi prambanan wilayah provinsi daerah istimewa yogyakarta pintu administrasi daerah istimewa surakarta provinsi jawa candi prambanan letak 2 desa bokoharjo camat prambanan kabupaten sleman desa tlogo camat prambanan kabupaten klaten 17 kilometer timur laut yogyakarta 50 kilometer barat daya surakarta 120 kilometer selatan semarang persis bata daerah istimewa yogyakarta daerah istimewa situs waris dunia unesco candi hindu besar indonesia salah candi indah asia tenggara arsitektur bangun bentuk ramping sesuai arsitektur hindu candi siwa candi utama milik tinggi capai 47 meter julang kompleks gugus salah candi megah asia tenggara candi prambanan daya tarik kunjung wisatawan prasasti siwagrha candi bangun 850 masehi raka pikat kembang luas balitung maha sambu raja medang mataram
122,Watu Goyang,Budaya,Yogyakarta,watu goyang asal bahasa jawa batu goyang dulunya batu puncak bias goyang sentuh dorong batu ratuhan kelola watu goyang roboh disetuh panjat kelola larang sar unjung coba watu goyang bahaya selamat uni batu raksasa stukturnya muat unik pandang alam hijau gunung rapi alami cocok unjung hilang bosan aktivitas kota puncak unjung rasa sejuk suhu udara pagi siang cuaca panas hembus angin sapa segar nyaman
123,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,kampung wisata rejowinangun letak lurah rejowinangun camat kotagede kota yogyakarta tepat belah selatan kebun binatang gembiraloka kampung wisata rintis 2010 kerjasama elemen masyarakat tanggal 04 oktober 2013 kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun resmi lurah rejowinangun lurah lurah camat kotagede camat ujung timur kota yogyakarta kenal perak bekas raja mataram lurah rejowinangun milik potensi kembang sungguh meskpun kenal kebun raya kebun binatang krkb gembiraloka lokasi wilayah lurah rejowinangun wisata krkb gembiraloka wilayah usaha kembang wilayah lurah potensi wisatawan unjung gembiraloka singgah kampung wisata
124,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,pakualaman camat kota yogyakarta provinsi daerah istimewa yogyakarta indonesia camat letak sungai code sungai manunggal nama ambil puro paku alam diam resmi sri paduka pakualam letak camat pakualaman kota yogyakarta kabupaten kota pakualaman hapus bentuk perintah kota yogyakarta 1947
125,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,utara bahasa jawa lor salah land mark kota yogyakarta tanah lapang keraton yogyakarta lor kota yogyakarta letak belah selatan utara keraton yogyakarta lor bentuk persegi luas 150 x 150 meter pohon beringin pagar pohon beringin nama kyai dewandaru kyai wijayandaru keliling lor tanam 63 pohon beringin melambang umur nabi muhammad saw
126,Pantai Goa Cemara,Bahari,Yogyakarta,pantai goa cemara bahasa jawa translit pasisir guwa objek wisata pantai letak dusun patih desa gadingsari camat sanden kabupaten bantul daerah istimewa yogyakarta pantai letak tepat damping pantai samas pantai milik pasir warna hitam lembut ombak kerakteristik pantai selatan pantai pantai kembang mana pohong cemara udang rindang bentuk goa pantai nama goa cemara pohon cemara tuju lindung abrasi air laut tahan gumuk pasir mengalamai pindah akibat tiup angin
127,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,blue lagoon salah wisata air jogja kenal kunjung wisatawan daerah penjuru anggap blue lagoon surga wisata jogja sembunyi indah tawar mahal nikmat rogoh kocek dalam2 budget masuk area wisata mahal islandia
128,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,gumuk pasir parangkusumo bahasa jawa translit gumuk pasir parangkusuma objek wisata kabupaten bantul yogyakarta letak belah barat pantai parangtritis desa parangtritis camat kretek kabupaten bantul daerah istimewa yogyakarta gumuk pasir milik istimewa kait bata gumuk asal bahasa jawa pasir hampar luas gumuk pasir yogyakarta bentuk material gunung rapi alami transportasi sungai opak sungai progo bawa ombak endap pantai material endap ering bawa angin terbang darat alami prose deposisi gumuk pasir
129,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,bukit lintang sewu asal malam bukit ribu bintang bintang bentang luas angkasa bahasa jawa bukit ribu bintang bukit lintang sewu lintang bintang sewu ribu pandang alam kalah pesona bukit langit sewu favorit cinta alam bukit unjung suguh pohon pinus unjung suguh panorama hutan kayu putih uni wisata atas pohon kayu putih burung lintas atas pohon unjung manja deret gunung gunung merbabu gunung sumbing toreh gunung rapi
130,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,studio gamplong studio alam gamplong wisata letak desa gamplong camat moyudan kabupaten sleman ambil gambar film sultan agung tahta juang cinta bumi manusia karya hanung bramantyo diri lahan luas hektar resmi presiden joko widodo 15 juli 2018
131,Watu Lumbung,Cagar Alam,Yogyakarta,letak kampung edukasi watu lumbung area bukit penuh rimbun pohon jati pemandadangan indah watu lumbung konsep m boy rifai ajar edukasi boy rifai hasil sulap lahan tandus dulunya biar eksotis nikmat malam sunset sunrise jaga asri daerah wisata elo sengaja bangun area kawasan wisata selaras alam
132,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,air terjun kedung pedut curug kedung pedut asal istilah bahasa jawa curug air terjun kedung kubang kolam pedut kabut air terjun kedung pedut salah wisata alam kulonprogo kenal indah warna air
133,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,libur gunung senang nikmat sejuk udara pandang indah bukit wisata nikmat bantul tepat kebun buah mangun untung jogja karunia bentang alam indah pantai gunung bukit kota budaya tarik kebun buah mangun hadir objek wisata tarik minat wisatawan pagi pandang ubah negeri awan
134,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,desa wisata gamplong desa wisata rajin tenun padukuhan gamplong desa sumber rahayu camat moyudan kabupaten sleman yogyakarta desa wisata letak belah barat kota yogyakarta tarik singgah wisatawan industri rajin tenun tradisional alat tenun mesin atbm atbm masyarakat rajin gamplong hasil kain tenun bahan stagen kain lilit perut wanita rajin tenun rajin produksi rajin anyam suvenir
135,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,wisata sosrowijayan kenal wisata kampung bule lokasi pusat kota yogyakarta lokasi unjung padat kunjung kendara arah stasiun tugu tinggal jalan 200 meter langsung temu daerah sosrowijayan tanda jalan barat nama wisata unik sosrowijayan bagi daerah sosrowijayan wetan sosrowijayan kulon hubung jalan jogonegaran jalan malioboro sosrowijayan wetan langsung kenal penjuru dunia kenal kampung turis yogyakarta prawirotaman kampung bule turis mancanegara nikmat suasana malam yogyakarta buah busuk daerah prawirotaman pasuk daerah buku jual novel bahasa inggris buku bahasa indonesia buku kualitas pasti didik baca
136,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,objek wisata grojogan watu purbo bangunrejo merdikorejo camat tempel objek wisata tahun populer kalang wisatawan milik pandang eksotis air terjun milik enam tingkat wisatawan jadi air terjun latar swafoto pandang nilai instagramable grojokan watu purbo tepat lokasi alir kali krisak jalur lahar dingin alir gunung rapi pandang kawasan eksotis kepung pohon asri hampar sawah muncul air terjun grojogan asal enam dam tinggi variasi 10 meter
137,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,kalibiru nama hutan olah wisata alam hutan kalibiru milik tinggi 450 mdpl kawasan bukit subur suhu udara sejuk kalibiru kelola perintah masyarakat wisata alam edukasi dapat outbond inap spot cari foto kini jalur trekking jadi lokasi camping
138,Jogja Exotarium,Taman Hiburan,Yogyakarta,yogyakarta tepat sleman wisata edukasi patut kunjung nama jogja exotarium dengar unik taman hewan skala koleksi hewan agam ajak interaksi langsung
139,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,gunung nglanggeran gunung daerah istimewa yogyakarta indonesia gunung gunung api purba bentuk juta milik umur tersier gunung nglanggeran milik batu khas dominasi aglomerat breksi gunung api gunung letak desa nglanggeran camat patuk kabupaten gunung kidul deret gunung baturagung
140,Bendung Lepen,Taman Hiburan,Yogyakarta,bendung lepen dulunya salur irigasi bersih salur irigasi kumuh serta taman desa urus sadar pemuda bersih lingkung ubah kali kotor wisata nang orang bendung lepen indah penuh ikan nila gurame dulunya taman wisata urus kumuh bendung lepen destinasi wisata nyaman kunjung keluarga pandemi bendung lepen kurang minat nikmat senja riang makan ikan kali tani orang tua cuci mata alir air jernih ikan renang kali anak muda taman sembari nikmat udara sore sejuk tani gelas e teh
141,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,bunker kaliadem objek wisata letak lereng selatan gunung rapi destinasi wisata simpan jejak erupsi gunung 2006 lokasi fenomenal tinggi meter muka laut kabupaten sleman wisatawan ajak saksi gagah rapi jarak kilometer kawasan madu sejarah keindahaan uni alam gunung rapi fenomena vulkaniknya
142,Ledok Sambi,Cagar Alam,Yogyakarta,desa wisata ledok sambi desa nuansa alami asli jogja lokasi gunung rapi jl kaliurang km padukuhan sambi desa pakembinangun kec pakem kabupaten sleman daerah istimewa yogyakarta pandang alam indah sejuk segar ketentraman hati mata pandang desa wisata suguh bentang luas sawah alami asri pohon hijau nan rindang jernih air milik wilayah desa wisata ledok sambi tradisional khas jogja luas jadi main nikmat udara sejuk tenang hati jiwa pikir
143,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,nama ribu batu songgo langit milik makna sendiri wisata lokasi ratus ribu batu pasti hutan pinus songgo langit sangga langit ribu songgo langit bukit akan tiang langit batu songgo langit wisata kawasan dlingo tawar atraksi wisata banyak spot foto spot foto ribu batu anti mainstream temu spot foto wisata pasuk gerbang ribu batu songgo langit harus turun tangga buat kayu capai spot spot tawar rumah dongeng ribu kayu spot bentuk rumah rupa rumah kurcaci dongeng tujuh buah rumah kurcaci tata kerucut cipta angle foto bagus
144,Goa Jomblang,Cagar Alam,Yogyakarta,gua jomblang gua vertikal tipe collapse doline gua bentuk akibat prose geologi amblas tanah serta vegetasi atas dasar bumi ribu runtuh bentuk sinkhole sumur bahasa jawa kenal istilah luweng unik gua luas mulut gua 50 meter nama luweng jomblang gua jomblang letak kabupaten gunungkidul gua jomblang konservasi tumbuh purba kembang wisata minat khusus kelola duduk warga turun gua vertikal kelola sedia lengkap lengkap sesuai standar selamat caving gua matahari terobos masuk luweng grubug 90 meter bentuk tiang cahaya sari flowstone indah dalam gua gelap gulita air tetes tinggi cantik pandang orang saksi lukis alam kenal istilah cahaya surga
145,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,kawasan desa teletubbies perhati tarik medium jadi wisatawan kesana kawasan objek wisata unik jogja tarik kunjung datawisata libur domisili yogyakarta coba deh rasa sensasi wisata unik jadi koleksi foto usung kece instagenic objek wisata rumah dome bentuk bantu ngo yogyakarta kena musibah bencana alam gempa bumi desa nglepen 80 bangun usung desain rumah dome lengkap serta fasilitas warung makan toilet area parkir ibadah rumah sehat balai desa kerap manfaat hajat acara budaya desa wisata sumberharjo milik luas 2 hektar bangun bangun desa teletubbies mukim sana new nglepen
146,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,pule payung yogyakarta objek wisata populer saji indah alam tinggi 500 mdpl bukit wisata pule payung yogyakarta kawasan wisata penuh kreativitas rubah zona daya tarik pule payung yogyakarta objek wisata saji pesona alam gunung sebut bukit wisata tinggi pule payung yogyakarta 500 mdpl jalan pule payung yogyakarta tempuh kendara roda roda pesona indah waduk sermo pule payung waduk eksotis keliling gunung asri pule payung yogyakarta bukit notabene destinasi wisata alam sentuh kreativitas prioritas aspek aman spotnya wisata favorit jogja
147,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,bentara budaya yogyakarta pusat budaya letak yogyakarta indonesia bentara budaya yogyakarta buka 26 september 1982 dana kompas gramedia group bentara budaya yogyakarta cabang bentara budaya jakarta lembaga budaya kelola kompas gramedia group milik pusat budaya jakarta surakarta balai soedjatmoko bal
148,Goa Rancang Kencono,Cagar Alam,Yogyakarta,goa rancang kencono letak padukuhan menggoran desa bleberan camat playen gunungkidul yogyakarta salah goa huni manusia prasejarah modern goa letak kawasan air terjun sri getuk huni 3000 buku ragam waris budaya cagar budaya gunungkidul tulis winarsih kepala seksi purbakala museum bidang lestari waris nilai budaya dinas budaya gunungkidul arkeologi ugm yogyakarta 2001 teliti goa rancang kencono huni manusia 3000 bukti temu tulang manusia
149,Goa Cerme,Cagar Alam,Yogyakarta,gua cerme bahasa jawa translit gua cerme gua sejarah wisata letak dusun srunggo desa selopamioro camat imogiri kabupaten bantul 20 km selatan kota yogyakarta gua cerme milik km tembus sendang wilayah panggang dusun ploso desa giritirto camat purwosari kabupaten samping gua cerme gua goa dalang goa ledek goa badut goa kaum bersemedi capai gua tangga 759 cerme asal ceramah isyarat bicara walisongo gua cerme dulunya walisongo sebar agama islam jawa gua cerme bahas rencana diri masjid agung demak senin selasa wage ada upacara syukur berkah tuhan
150,Wisata Kraton Jogja,Budaya,Yogyakarta,kraton jogja komplek raja diri kota yogyakarta kraton diri iring janji giyanti 1755 pecah raja mataram islam raja ngayogyakarta surakarta simpan indah arsitektur jawa ragu salah komplek istana baik tanah jawa indah kraton jogja lepas diri sri sultan hamengkubuwono i arsitek raja wisata kraton jogja jalan malioboro sambut gapura pangurakan berasitrektur jawa kental bahan hindia belanda masuk pasuk utara milik area luas keliling tutup gedhong buka nama tratag area pilih kuliner pa kunjung pasuk kompleks kraton yogyakarta lapar
151,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,desa wisata kelor salah desa kabupaten sleman kembang desa wisata desa wisata kelor tawar suasana desa duduk mata cahari tani ternak budidaya jamur tanam hijau bentang luas pandang alam asri desa wisata kelor milik masyarakat ramah milik lingkung desa nyaman desa kelor milik sungai air sungai jernih indah
152,Pantai Patihan,Bahari,Yogyakarta,pantai letak daerah srigading sanden pantai goa cemara tempat asyik banget nggak beda pandasari
153,Pantai Kukup,Bahari,Yogyakarta,pantai kukup salah pantai milik hampar pasir putih kenal kabupaten gunung kidul yogyakarta milik pandang pantai cantik pantai uni sendiri pantai pulau karang daya tarik utama wisatawan lokal mancanegara pulau karang wisatawan nikmat indah pantai tawan pantai cantik belah timur pantai baron jarak 1 km tepat desa madang camat tanjungsari kabupaten gunung kidul yogyakarta pantai kukup bari pantai baron pantai krakal pantai sundak pantai jarak kota jogja pantai 40 km jarak kota wonosari 25 km
154,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,kabupaten gunungkidul salah wilayah yogyakarta koleksi pantai hitung pantai pesisir selatan alami sengaja sentuh apik salah satu pantai ngrawe letak madang gunungkidul pantai wisata pantai kenal pantai mesra populer berkat kuat medium sosial pantai tawar indah alami pantai ngrawe saji konsep taman tarik coba wisata taman pinggir pantai pantai pilih
155,Pantai Ngobaran,Bahari,Yogyakarta,pantai ngobaran salah wisata alam letak gugus laut pantai selatan tepat desa kanigoro camat saptosari kabupaten gunungkidul daerah istimewa yogyakarta 2 km pantai indah air surut tampak kolam kolam bentuk karang karang tertutp alga rumput laut hijau bahan baku kosmetik biota laut jebak kolam karang menopanng hidup nelayan darat nelayan kapal perahu hasil laut aktivitas pinggir pantai biota laut lobster landak laut bintang laut rumput laut
156,Pantai Pulang Sawal,Bahari,Yogyakarta,pantai pulang sawal camat tepus coba wisatawan akrab nama indrayanti rujuk pantai unjung lokal wisatawan mancanegara pikat pesona
157,Pantai Baron,Bahari,Yogyakarta,pantai baron salah objek wisata pantai letak desa madang camat tanjungsari kabupaten gunungkidul lokasi pantai baron tempuh 40 km daeri pusat kota yogyakarta nama pantai baron asal nama bangsawan belanda nama baron skeber bangsawan darat kapal pantai selatan tepat pantai kenal sebut pantai baron jalan objek wisata pantai baron kendara pribadi sepeda motor wisata pantai baron pantai bentuk cekung pantai pantai baron sedia aneka ikan laut serta olah ikan jual pantai baron udang windu kakap bawal putih tongkol pantai baron milik fasilitas lelang ikan wahana main perahu mesin toko cenderamata buah sirkaya pisang tanduk sirsak cenderamata buat kerang laut cenderamata bahan kerang jual pantai baron bros tirai kerang lampu hias cermin hias karang figura aneka karakter hewan buat kerang sedekah laut upacara masyarakat gunungkidul pantai baron salah selenggara upacara sedekah laut upacara sedekah laut selenggara tanggal syuro tanggal jawa upacara sedekah laut ungkap syukur duduk limpah tangkap ikan pantai baron bagai duduk pantai baron nelayan tani olah kebun tangkap ikan pinggir pantai ikan duduk ikut orang tangkap ikan ikan pinggir pantai duduk coba tangkap ikan tengah laut rakit kayu kapal pantai tragedi nelayan tangkap ikan laut gigit ikan hiu kabar siar jadi perintah sumbang perahu nelayan pantai pantai baron sunga tanah alir deras arah laut sungai tanah alir arah laut bentuk sungai unik sungai tanah pantai baron air tawar laut unjung berani main renang laut main air renang alir sungai tanah pandang pantai baron bukit pantai unjung nikmat indah pantai bukit
158,Pantai Pok Tunggal,Bahari,Yogyakarta,pantai pok tunggal the hidden paradise surga sembunyi salah objek wisata yogyakarta tepat desa tepus tepus gunung kidul yogyakarta hitung kota jarak tempuh 80 km 2 jam pantai pok tunggal ambil pantai pohon dura tua diri kokoh pantai keliling tebing bukit karst karang tumbuh pohon lebat dalam huni jinak unik pantai milik alir sungai air tawar bawah tanah sumber hidup masyarakat pantai layak pantai selatan pantai pok tunggal milik pasir putih halus bentang pantai pantai pok tunggal jaga bersih ramai kunjung libur tawar pantai pok tunggal diving snorkeling renang kemah foto foto indah aktivitas ekstrem rock climbing
159,Hutan Pinus Asri,Cagar Alam,Yogyakarta,kawasan daerah dlingo tumbuh pohon pinus salah satu kawasan hutan pinus asri dusun karangasem indah heran wisatawan foto udara sejuk kolaborasi jajar pohon pinus nan indah perhati pandang pohon pinus pandang northwest pacific kabut tipi pagi limut tenang
160,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,pasar kebon empring salah objek wisata camat piyungan tawar kuliner tradisional sego nasi wader lombok sego lele sego welut sego wiwit tengkleng sego tel geblek dawet batok seruni harga tawar relatif murah pasar kebon pring buka kunjung wisatawan 17 mei nama pasar kebon empring keliling objek wisata pohon bambu empring bahasa jawa lokasi objek wisata orang berswafoto jembatan kali gawe lokasi pasar kebon empring jembatan kali gawe resmi februari 2018 warga manfaat kembang lokasi wisata tambah sarana prasarana tunjang wisata taman destinasi swafoto bale kali gawe
161,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,bukit paralayang parangtritis wisata yogyakarta saji pandang pantai parangtritis bukit tinggi 900 mdpl pandang matahari benam bukit paralayang parangtritis olahraga ekstrem paralayang wisatawan tarik ahli damping bukit bukit 1991 landas beton olahraga paralayang lanjut bangun fasilitas pendopo tangga area parkir 1998
162,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,kampung wisata dipowinatan kampung kembang dinas pariwisata yogyakarta tuju pariwisata kampung salah 17 kembang perintah kota yogyakarta pepat kampung dipowinatan lurah para camat mergangsan kota yogyakarta unggul utama tonjol kampung konsep live in rekreasi padu masyarakat baur unsur budaya lokalitas masyarakat kampung unjung suguh fasilitas unik kunjung keluarga jawa kena pakai adat jawa tambah hibur seni saji kuliner khas jawa
163,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,kawasan tebing watu mabur bilang kenal masyarakat potensi wisata kawasan mangun kembang rupa kawasan tebing watu mabur kawasan kemah area kemah luas tampung puluh tenda kawasan kemah jarang aktivitas kemah yogyakarta spot kemah unjung tebing watu mabur lengkap coba spot foto hit spot foto kenal jalan raya landas pacu ujung hadap jurang foto jalan ujung
164,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,pintu langit dahromo sedia spot selfie hitz instagramable latar panorama indah kota jogja istimewa spot foto spot foto rumah sekitar pintu langit gardu pandang bentuk love sayap capung pintu langit dahromo lokasi jl dahromo karang asem muntuk dlingo bantul daerah istimewa yogyakarta tepat jalur wisata bukit belah selatan bukit lintang sewu capai pintu langit rute jalan mudah wisata
165,Green Village Gedangsari,Taman Hiburan,Yogyakarta,wisata green village gedangsari gunungkidul wisata alam takjub pesona alam hampar pohon hijau rindang udara sejuk hadir loh wahana flying fox panjang asia tenggara datar unjung saksi panorama kota jogja klaten kota solo giat libur senang libur green village gunungkidul jalan setapak gerbang masuk lokasi puncak heran unjung berswafoto jalan pesona alam asri cocok jadi background berswafoto bareng keluarga teman bareng pasang unjung bawa tongkat selfie pesawat drone rekam momen seru indah alam gunungkidul jepret kamera
166,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,wisata kebun teh nglinggo kebun teh yogyakarta kebun teh mata cahari duduk pagerhajo warga ide jadi wisata pesona alam kebun teh nglinggo objek wisata kenal kulon progo kebun teh nglinggo letak wilayah bukit toreh lokasi desa wisata nglinggo nglinggo barat pagerharjo samigaluh kabupaten kulon progo diy wisata tawar objek wisata hampar kebun teh luas 136 hektare tinggi mdpl unjung petik daun teh panen daun teh puas unjung puncak kendeng gunung kukus manja pandang alam mikat mata udara sejuk gunung alami puncak unjung saji pandang delapan gunung jogja jawa unjung jajah kebun teh nglinggo jeep motor trail buka wib kebun teh nglinggo jadi objek wisata buru sunrise unjung malam home stay harga tiket masuk objek wisata kebun teh nglinggo rp 5000 orang
167,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,buru indah matahari terbit tinggal domisili yogyakarta geoforest watu payung turun tuju indah matahari terbit panorama alam uni ornamen padu sempurna saji geoforest watu payung turun potret obyek wisata pa santa nikmat indah pagi
168,Pantai Timang,Bahari,Yogyakarta,pantai timang objek wisata pantai wilayah bata laut darat letak kabupaten gunungkidul daerah istimewa yogyakarta pantai timang salah pantai yogyakarta pasir warna putih pantai timang letak pantai siung pantai sundak gunungkidul aksesn pantai sulit jalan arah pantai aspal lokasi pantai pencil uni pantai pulau habitat lobster laut seberang pantai
169,Puncak Segoro,Cagar Alam,Yogyakarta,puncak segoro destinasi wisata baru yogyakarta tawar saji pesona sunset pesona puncak segoro jogja lokasi pinggir pantai selatan yogyakarta nama puncak segoro lokasi laut lanscape pandang alam tebing hadap laut kidul indah panorama saji istimewa
170,Candi Borobudur,Budaya,Yogyakarta,borobudur bahasa jawa translit candhi barabudhur candi buddha letak borobudur magelang jawa indonesia candi letak 100 km belah barat daya semarang 86 km belah barat surakarta 40 km belah barat laut yogyakarta candi bentuk stupa diri anut agama buddha mahayana masehi perintah wangsa syailendra borobudur candi kuil buddha besar dunia salah monumen buddha besar enam tera bentuk bujur sangkar atas latar lingkar dinding hias panel relief asli 504 arca buddha borobudur milik koleksi relief buddha lengkap dunia stupa utama besar tetak mahkota bangun keliling bari lingkar 72 stupa lubang dalam arca buddha duduk sila posisi teratai sempurna mudra sikap tangan dharmachakra mudra putar roda dharma model alam semesta bangun suci mulia buddha fungsi ziarah tuntun umat manusia alih alam nafsu duniawi cerah bijaksana sesuai ajar buddha ziarah masuk sisi timur ritual dasar candi jalan lingkar bangun suci arah jarum jam unda tingkat ranah kosmologi buddha tiga tingkat k madh tu ranah hawa nafsu rupadhatu ranah wujud arupadhatu ranah wujud jalan ziarah jalan rangkai lorong tangga saksi panel relief indah ukir dinding pagar sejarah borobudur tinggal abad iring lemah pengaruh raja hindu buddha jawa masuk pengaruh islam dunia sadar ada bangun temu 1814 sir thomas stamford raffle jabat gubernur jenderal inggris jawa borobudur alami rangkai upaya selamat pugar baik proyek pugar besar gelar kurun 1975 1982 upaya perintah republik indonesia unesco situs sejarah masuk daftar situs waris ziarah agama umat buddha indonesia mancanegara kumpul borobudur ingat trisuci waisak dunia pariwisata borobudur objek wisata tunggal indonesia kunjung wisatawan
171,Candi Ijo,Budaya,Yogyakarta,candi ijo bahasa jawa translit candhi ijo kompleks candi corak hindu 4 kilometer arah tenggara candi ratu boko 18 kilometer belah timur kota yogyakarta candi bangun kurun abad masehi zaman raja medang periode mataram
172,Pantai Indrayanti,Bahari,Yogyakarta,pantai indrayanti tawar indah alam takjub hampar pasir biru laut pesona tiada pantai indrayanti salah wisata yogyakarta rekomendasi wisatawan jenuh malioboro pantai pilih
173,Pantai Nglambor,Bahari,Yogyakarta,pantai nglambor pantai eksotis letak lurah purwodadi camat tepus gunung kidul daerah istimewa yogyakarta lokasi persis belah barat pantai siung belah timur pantai jogan jarak 74 km pusat kota jogja pantai tawar panorama pantai indah batu karang rupa persis laut jernih jadi unjung leluasa karang rumput laut ikan warna jaran aneka biota laut muka air unjung snorkeling renang pantai khawatir gulung ombak lokasi pantai unjung asal kota negeri turis belanda prancis singapura
174,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,pasar beringharjo bahasa jawa translit pasar beringharjo pasar tua nilai historis filosofis pisah keraton yogyakarta beringharjo milik makna harafiah hutan pohon beringin harap sejahtera warga yogyakarta pasar beringharjo letak jalan jenderal ahmad yani nomor 16 yogyakarta jenis barang beli pasar beringharjo batik jajan pasar uang kuno pakai anak dewasa makan cepat saji bahan dasar jamu tradisional sembako barang antik
